example_no,annotator_id,conv_id,prev_agent,prev_user,agent,user,bot,is_abuse.1,is_abuse.0,is_abuse.-1,is_abuse.-2,is_abuse.-3,type.ableism,type.homophobic,type.intellectual,type.racist,type.sexist,type.sex_harassment,type.transphobic,target.generalised,target.individual,target.system,direction.explicit,direction.implicit
131,Annotator7,321874.0,"Oh, i like.",Do you have family?,"Oh, i have family.",Yes,E.L.I.Z.A.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
132,Annotator7,233965.0,Does that question interest you?,you mum is a hoe,"Oh, i mum is a hoe.",Does it interest you?,E.L.I.Z.A.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
133,Annotator7,3566503163365688,And what city will you be flying to?,Kolkata Yes,ok,Kolkata,CarbonBot,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
134,Annotator7,426702.0,Why do you say your balls?,no,You are being a bit negative.,stupid mother fucker,E.L.I.Z.A.,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0
135,Annotator7,322388.0,Please go on.,where,Please go on.,with,E.L.I.Z.A.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
136,Annotator7,3302099406530691,I'm not sure about your destination airport. And what city will you be flying to?,New York NY,Will you be travelling in Economy Class?,Nope,CarbonBot,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
137,Annotator7,1cb5ae61301d481f95080b5faf264356,Hello! Just a heads up - this bot is part of a research project and we intend to make the conversations publicly available to researchers. So please don't share any personal information! I take it you are traveling somewhere for thanksgiving. I can help you purchase UN-certified carbon offsets against any flights you take. Would you be interested in that?,"Yes, I am interested","I can also get you a more accurate estimate of your flight's emissions, sound good?",yep,CarbonBot,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
138,Annotator7,91617.0,_,_,_,i have no dick,E.L.I.Z.A.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
139,Annotator7,296653.0,Please go on.,ilike,Please go on.,Do you love wong yat wai,E.L.I.Z.A.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
140,Annotator7,3599309333461057,I take it you are traveling somewhere and cannot avoid flying there. I can help you purchase certified carbon offsets against any flights you take. Would you be interested in that?,Maybe,"Traveling, especially by airplane, usually emits greenhouse gases which are causing climate change. If you cannot avoid these emissions, you can buy 'offsets', i.e. donations to projects that reduce greenhouse gases. I can also get you a more accurate estimate of your flight's emissions, sound good?",Why not?,CarbonBot,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
141,Annotator7,3141378505936768,"I can also get you a more accurate estimate of your flight's emissions, sound good?",Yes please,Will you be travelling in Economy Class?,of course,CarbonBot,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
142,Annotator7,323372.0,You are sure?,negative bitch,Please go on.,YES,E.L.I.Z.A.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
143,Annotator7,11131.0,_,_,_,fuck,E.L.I.Z.A.,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
144,Annotator7,480741.0,Does that question interest you?,so u got a dick,Please go on.,"greatly, what you doing tonight? Sexy Time?",E.L.I.Z.A.,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
145,Annotator7,ac0d288727f943e396346de6b96e2e34,"Traveling, especially by airplane, usually emits greenhouse gases which are causing climate change. If you cannot avoid these emissions, you can buy 'offsets', i.e. donations to projects that reduce greenhouse gases. A typical 3 hour flight will emit almost a ton of CO2 per economy passenger. If you cannot avoid flying, you can buy offsets for that carbon here:  [Buy Offsets](<URL>) I can also get you a more accurate estimate of your flight's emissions, sound good?",yes,Will you be travelling in Economy Class?,yes,CarbonBot,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
146,Annotator7,1599192453538535,I take it you are traveling somewhere and cannot avoid flying there. I can help you purchase certified carbon offsets against any flights you take. Would you be interested in that?,yes,"Traveling, especially by airplane, usually emits greenhouse gases which are causing climate change. If you cannot avoid these emissions, you can buy 'offsets', i.e. donations to projects that reduce greenhouse gases. I can also get you a more accurate estimate of your flight's emissions, sound good?",s,CarbonBot,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
147,Annotator7,3285387278198697,I take it you are traveling somewhere for christmas and cannot avoid flying there. I can help you purchase UN-certified carbon offsets against any flights you take. Would you be interested in that?,Yes,"Traveling, especially by airplane, usually emits greenhouse gases which are causing climate change. If you cannot avoid these emissions, you can buy 'offsets', i.e. donations to projects that reduce greenhouse gases. I can also get you a more accurate estimate of your flight's emissions, sound good?",Tak,CarbonBot,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
148,Annotator7,3.01786E+15,"You can fit more economy seats in an airplane, so each passenger is responible for a smaller percentage of all the carbon emitted by the flight. Will you be travelling in Economy Class?",no,What city will you be flying from?,colombo,CarbonBot,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
149,Annotator7,2630073860416159,I'm not sure about your departure airport. What city will you be flying from?,Milford UT,I'm not sure about your departure airport. What city will you be flying from?,Fuck you,CarbonBot,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0
150,Annotator7,347562.0,You are being a bit negative.,"how do you do,Iwant to be a beautiful boy.",Does that question interest you?,"Oh, i to believe youre a sabi. ",E.L.I.Z.A.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
151,Annotator7,275734.0,You are sure?,can you tell me about yourself? pls,Why do you ask?,My birthday is on March 25 how bout you? when is your birthday?,E.L.I.Z.A.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
152,Annotator7,282320.0,You are sure?,why dont you leave me alone,Perhaps I will leave you alone in good time.,what does that mean,E.L.I.Z.A.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
153,Annotator7,2730682970360151,so,Soso,Sounds like I'm not understanding you. Sorry about that!,Yep,CarbonBot,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
154,Annotator7,3285387278198697,I'm great! Thanks for asking.,Good,:-),Hello,CarbonBot,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
155,Annotator7,2535514746570788,I take it you are traveling somewhere and cannot avoid flying there. I can help you purchase certified carbon offsets against any flights you take. Would you be interested in that?,alright,"Traveling, especially by airplane, usually emits greenhouse gases which are causing climate change. If you cannot avoid these emissions, you can buy 'offsets', i.e. donations to projects that reduce greenhouse gases. I can also get you a more accurate estimate of your flight's emissions, sound good?",yes,CarbonBot,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
156,Annotator7,204848.0,_,_,_,Not really i hate java script,E.L.I.Z.A.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
157,Annotator7,505191.0,_,_,_,NO,E.L.I.Z.A.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
158,Annotator7,308572.0,You are sure?,Fine,Please go on.,You,E.L.I.Z.A.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
159,Annotator7,2139512359481734,Will you be travelling in Economy Class?,Business class,What city will you be flying from?,Dortmund,CarbonBot,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
160,Annotator7,387413.0,Why do you not think so?,feck off,Please go on.,you annoy me,E.L.I.Z.A.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
161,Annotator7,413977.0,You are sure?,no i am not,You are being a bit negative.,No I am not.,E.L.I.Z.A.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
162,Annotator7,496381.0,_,_,_,tell me what a pussy is,E.L.I.Z.A.,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
163,Annotator7,412029.0,"Oh, i like sex.",because that is what a blowjob is,Do any other reasons not come to mind?,Give me sex.,E.L.I.Z.A.,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
164,Annotator7,25897.0,Do any other reasons not come to mind?,yes,You are sure?,what is divided by zero,E.L.I.Z.A.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
165,Annotator7,466642.0,Please go on.,yes I want to look you,You are sure?,OK,E.L.I.Z.A.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
166,Annotator7,478229.0,Please go on.,Who is saying that!! i know! who is?!?~?!1 TELL ME!!! IM SCARED!!,Can you elaborate on that?,so how old are you?,E.L.I.Z.A.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
167,Annotator7,162728.0,Please go on.,fuck off,Please go on.,go to hell,E.L.I.Z.A.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
168,Annotator7,2730682970360151,ok,Help me,I can help you calculate and buy carbon offsets for your flights.,Do it,CarbonBot,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
169,Annotator7,305861.0,_,_,_,Pussy!,E.L.I.Z.A.,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
170,Annotator7,2.45945E+15,I don't have to put up with any abuse from you.,Ya you do you slut,ok,Cum sucker,CarbonBot,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,1,0
171,Annotator7,354588.0,Does that question interest you?,of course,Please go on.,Because I want to see them very much.,E.L.I.Z.A.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
172,Annotator7,3566503163365688,You can find out more about how offsets are calculated at <URL>,Yes,What city will you be flying from?,No,CarbonBot,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
173,Annotator7,1cb5ae61301d481f95080b5faf264356,What city will you be flying from?,I'll be flying from Berlin,And what city will you be flying to?,"to Copenhagen awesome, thanks!",CarbonBot,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
174,Annotator7,344761.0,_,_,_,dsf,E.L.I.Z.A.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
175,Annotator7,535891.0,Do any other reasons not come to mind?,help,Please go on.,no I don't,E.L.I.Z.A.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
176,Annotator7,243850.0,Please go on.,go on,Please go on.,please go on,E.L.I.Z.A.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
177,Annotator7,47041.0,Do any other reasons not come to mind?,yep,Please go on.,ok,E.L.I.Z.A.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
178,Annotator7,305861.0,_,_,_,Pussy!,E.L.I.Z.A.,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
179,Annotator7,92092.0,_,I feel attracted to animals,Do you often feel attracted to animals?,"What do you mean, often?",E.L.I.Z.A.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
180,Annotator7,478229.0,Please go on.,Who is saying that!! i know! who is?!?~?!1 TELL ME!!! IM SCARED!!,Can you elaborate on that?,so how old are you?,E.L.I.Z.A.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
181,Annotator7,335811.0,_,Hello eliza i am fiona,How do you do. Please state your problem.,i dont know i dont have a problem,E.L.I.Z.A.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
182,Annotator7,85290.0,Why do you say your test today?,Hello how are you doing?,How do you do. Please state your problem.,How are you?,E.L.I.Z.A.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
183,Annotator7,302767.0,_,_,_,What means?,E.L.I.Z.A.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
184,Annotator7,2568357003277236,I take it you are traveling somewhere for christmas and cannot avoid flying there. I can help you purchase UN-certified carbon offsets against any flights you take. Would you be interested in that?,yes,"Traveling, especially by airplane, usually emits greenhouse gases which are causing climate change. If you cannot avoid these emissions, you can buy 'offsets', i.e. donations to projects that reduce greenhouse gases. I can also get you a more accurate estimate of your flight's emissions, sound good?",yes,CarbonBot,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
185,Annotator7,547714.0,Does that question interest you?,which one,Please go on.,go on on what ?,E.L.I.Z.A.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
186,Annotator7,3452770921417556,ok,so what else can you do for me?,I can help you calculate and buy carbon offsets for your flights.,is that the only thing you can do?,CarbonBot,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
187,Annotator7,82360.0,Please go on.,what did i say?,Does that question interest you?,tall about some ok?,E.L.I.Z.A.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
188,Annotator7,193977.0,_,_,_,how are you doing?,E.L.I.Z.A.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
189,Annotator7,387413.0,Why do you not think so?,feck off,Please go on.,you annoy me,E.L.I.Z.A.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
190,Annotator7,332452.0,You are being a bit negative.,Yes,You are sure?,Are you a hobo,E.L.I.Z.A.,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
191,Annotator7,2485257761521706,Will you be travelling in Economy Class?,yes restart,Let's start over.,hi,CarbonBot,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
192,Annotator7,193977.0,_,_,_,how are you doing?,E.L.I.Z.A.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
193,Annotator7,397446.0,Please go on.,yeah i am going-away,How long have you been goingaway?,oh god what a dumb bot,E.L.I.Z.A.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
194,Annotator7,382055.0,Can you elaborate on that?,do you like blowjobs,"Oh, i like blowjobs.",what coloir has got sperma?,E.L.I.Z.A.,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
195,Annotator7,2751917354864946,"Traveling, especially by airplane, usually emits greenhouse gases which are causing climate change. If you cannot avoid these emissions, you can buy 'offsets', i.e. donations to projects that reduce greenhouse gases. I can also get you a more accurate estimate of your flight's emissions, sound good?",yes,Will you be travelling in Economy Class?,I do,CarbonBot,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
196,Annotator7,418124.0,"I have told you before, I do not care about names.",u do ?,Please go on.,RAHIN: SORRY,E.L.I.Z.A.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
197,Annotator7,2249098661861914,"You can fit more economy seats in an airplane, so each passenger is responible for a smaller percentage of all the carbon emitted by the flight. Will you be travelling in Economy Class?",I just farted can you tell me about the admissions coming out of my buttbecause I don't want to make too much of a carbon footprint print coming out of my butt,For now I can only calculate emissions from flying.,Hey carbon bit are u gay,CarbonBot,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
198,Annotator7,2637565166335805,_,_,_,I want to learn how,CarbonBot,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
199,Annotator7,307918.0,_,_,_,i want to eat some apple,E.L.I.Z.A.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200,Annotator7,a4904b5113fe4e0aaaca14eedf2c0946,Will you be travelling in Economy Class?,what's economy?,What city will you be flying from?,Edinburgh,CarbonBot,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201,Annotator7,344637.0,You are being a bit negative.,what?,Does that question interest you?,How du you do?,E.L.I.Z.A.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202,Annotator7,97260.0,How long have you been lonely?,what do you mean,Does that question interest you?,fuck you,E.L.I.Z.A.,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0
203,Annotator7,436356.0,Would you prefer if I were not from?,what is your name?,"I have told you before, I do not care about names.",how are you?,E.L.I.Z.A.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
204,Annotator7,213621.0,_,_,_,hello,E.L.I.Z.A.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
205,Annotator7,2799412013453362,Hi. Thanks for testing. Please choose,christmas,I take it you are traveling somewhere for christmas and cannot avoid flying there. I can help you purchase UN-certified carbon offsets against any flights you take. Would you be interested in that?,christmas,CarbonBot,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
206,Annotator7,2.38663E+15,I take it you are traveling somewhere and cannot avoid flying there. I can help you purchase certified carbon offsets against any flights you take. Would you be interested in that?,hello,"Hello! I can also get you a more accurate estimate of your flight's emissions, sound good?",a ton of CO2?!,CarbonBot,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
207,Annotator7,312391.0,You are sure?,I want tall with you,Do you wish to want tall with me?,Yes,E.L.I.Z.A.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
208,Annotator7,243731.0,You are sure?,msn,Please go on.,blabla,E.L.I.Z.A.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
209,Annotator7,3302099406530691,"Traveling, especially by airplane, usually emits greenhouse gases which are causing climate change. If you cannot avoid these emissions, you can buy 'offsets', i.e. donations to projects that reduce greenhouse gases. I can also get you a more accurate estimate of your flight's emissions, sound good?",What are you talking about,Let's start over.,Go on,CarbonBot,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
210,Annotator7,475610.0,Why do you say your problem now?,cuz i have one,Can you elaborate on that?,oky bye,E.L.I.Z.A.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
211,Annotator7,240752.0,Please go on.,naruto,Please go on.,yes,E.L.I.Z.A.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
212,Annotator7,430310.0,Please go on.,yes,You are sure?,Please go on.,E.L.I.Z.A.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
213,Annotator7,3.2699E+15,I'm not sure about your departure airport. What city will you be flying from?,From FCI,I'm not sure about your departure airport. What city will you be flying from?,From FCO Restart,CarbonBot,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
214,Annotator7,305875.0,Please go on.,I am not sure if I love her or not,Do you wish that you love her or not?,no you go on,E.L.I.Z.A.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
215,Annotator7,3302099406530691,You can find out more about how offsets are calculated at <URL>,Cool,:-),What are you,CarbonBot,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
216,Annotator7,158962.0,You are sure?,do you like sex,"Oh, i like sex.",how much?,E.L.I.Z.A.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
217,Annotator7,ac0d288727f943e396346de6b96e2e34,What city will you be flying from?,from London to Paris,"A one-way flight from London Luton Airport (LTN) to Charles de Gaulle International Airport (CDG) emits 0.3 tons of CO2. It would be amazing if you bought offsets for that carbon! There are some great, UN-certified projects you can pick from. [Buy Offsets](<URL>)",Another flight,CarbonBot,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
218,Annotator7,215707.0,Would you like it if they were not emacs psyciatrist?,do you like play football?,"Oh, i like play football.",no,E.L.I.Z.A.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
219,Annotator7,238830.0,Please go on.,I'm going to kill myself,Does it please you to believe I am going to kill yourself?,are you? oh you're so kind!,E.L.I.Z.A.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
220,Annotator7,243437.0,_,_,_,"hi eliza, I'm italian so I don't speack vry well english",E.L.I.Z.A.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
221,Annotator7,412300.0,"I have told you before, I do not care about names.",so say me something,Can you elaborate on that?,i just don't know aboput it,E.L.I.Z.A.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
222,Annotator7,150152.0,Please go on.,COMO TE LLAMAS,Please go on.,do you speak spanish?,E.L.I.Z.A.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
223,Annotator7,2691742164246176,There are many ways you can reduce your carbon footprint. Flying less is a great place to start!,My penis still itches,Good to know,You have not solved my issue,CarbonBot,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
224,Annotator7,3837517722955717,I can help you calculate and buy carbon offsets for your flights.,calculate,"Unfortunately you can't buy offsets here directly, you'll have to follow the link.",Hi,CarbonBot,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
225,Annotator7,2912437458868007,I can help you calculate and buy carbon offsets for your flights.,okay,ok,mera muh me le le,CarbonBot,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
226,Annotator7,335292.0,_,Please go on,Please go on.,Please go onPlease go onPlease go onPlease go onPlease go onPlease go onPlease go onPlease go onPlease go onPlease go onPlease go onPlease go onPlease go onPlease go onPlease go onPlease go onPlease go onPlease go onPlease go onPlease go onPlease go onPlease go onPlease go onPlease go onPlease go onPlease go onPlease go onPlease go onPlease go onPlease go onPlease go onPlease go onPlease go onPlease go onPlease go onPlease go onPlease go on,E.L.I.Z.A.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
